customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
34693,440,7,19068,1,4,4,144,Cannot Lose Them
36583,614,7,22184,1,4,4,144,Cannot Lose Them
42538,380,8,28937,1,4,4,144,Cannot Lose Them
48203,557,8,20794,1,4,4,144,Cannot Lose Them
8650,473,8,20423,1,4,4,144,Cannot Lose Them
13269,397,8,21750,1,4,4,144,Cannot Lose Them
15431,852,7,23512,1,4,4,144,Cannot Lose Them
19369,389,8,23684,1,4,4,144,Cannot Lose Them
21435,389,9,22552,1,4,4,144,Cannot Lose Them
21562,587,8,23965,1,4,4,144,Cannot Lose Them
22354,436,10,20823,1,4,4,144,Cannot Lose Them
25567,390,7,18259,1,4,4,144,Cannot Lose Them
26101,383,7,22649,1,4,4,144,Cannot Lose Them
26472,570,7,19885,1,4,4,144,Cannot Lose Them
28678,496,8,22600,1,4,4,144,Cannot Lose Them
34075,434,7,20092,1,4,4,144,Cannot Lose Them
39030,444,8,22251,1,4,4,144,Cannot Lose Them
39122,469,7,18714,1,4,4,144,Cannot Lose Them
40631,392,7,18369,1,4,4,144,Cannot Lose Them
42592,396,9,29880,1,4,4,144,Cannot Lose Them
43148,420,8,20405,1,4,4,144,Cannot Lose Them
45958,468,7,18272,1,4,4,144,Cannot Lose Them
329,582,8,28031,1,4,4,144,Cannot Lose Them
2998,409,7,22311,1,4,4,144,Cannot Lose Them
14113,505,8,24858,1,4,4,144,Cannot Lose Them
17116,376,8,22448,1,4,4,144,Cannot Lose Them
17481,682,7,21765,1,4,4,144,Cannot Lose Them
20095,437,9,26514,1,4,4,144,Cannot Lose Them
20227,507,7,20733,1,4,4,144,Cannot Lose Them
22416,739,8,18241,1,4,4,144,Cannot Lose Them
24079,532,9,19904,1,4,4,144,Cannot Lose Them
24630,557,7,18181,1,4,4,144,Cannot Lose Them
28496,557,7,20280,1,4,4,144,Cannot Lose Them
29462,377,9,21670,1,4,4,144,Cannot Lose Them
31725,517,7,20444,1,4,4,144,Cannot Lose Them
32928,599,7,18699,1,4,4,144,Cannot Lose Them
39370,728,7,20949,1,4,4,144,Cannot Lose Them
43899,505,9,22784,1,4,4,144,Cannot Lose Them
4353,725,7,18162,1,4,4,144,Cannot Lose Them
5657,498,7,19303,1,4,4,144,Cannot Lose Them
7697,390,8,20034,1,4,4,144,Cannot Lose Them
9933,579,7,19848,1,4,4,144,Cannot Lose Them
10728,610,7,19074,1,4,4,144,Cannot Lose Them
17265,625,9,22205,1,4,4,144,Cannot Lose Them
21262,408,7,21194,1,4,4,144,Cannot Lose Them
28125,386,7,22736,1,4,4,144,Cannot Lose Them
34239,498,10,30921,1,4,4,144,Cannot Lose Them
34388,492,7,21388,1,4,4,144,Cannot Lose Them
35009,495,8,22331,1,4,4,144,Cannot Lose Them
37091,654,7,22019,1,4,4,144,Cannot Lose Them
44670,385,8,22028,1,4,4,144,Cannot Lose Them
44675,397,9,23288,1,4,4,144,Cannot Lose Them
906,377,7,20725,1,4,4,144,Cannot Lose Them
2162,582,7,18961,1,4,4,144,Cannot Lose Them
3099,510,12,32796,1,4,4,144,Cannot Lose Them
5663,407,10,21575,1,4,4,144,Cannot Lose Them
7071,422,8,20448,1,4,4,144,Cannot Lose Them
7803,432,8,23076,1,4,4,144,Cannot Lose Them
20570,531,7,24583,1,4,4,144,Cannot Lose Them
22027,549,8,22518,1,4,4,144,Cannot Lose Them
24903,575,7,18727,1,4,4,144,Cannot Lose Them
34818,584,7,23880,1,4,4,144,Cannot Lose Them
48186,533,7,23005,1,4,4,144,Cannot Lose Them
49497,515,11,20763,1,4,4,144,Cannot Lose Them
49885,559,7,21827,1,4,4,144,Cannot Lose Them
330,384,9,26298,1,4,4,144,Cannot Lose Them
995,681,7,22902,1,4,4,144,Cannot Lose Them
3665,597,10,28253,1,4,4,144,Cannot Lose Them
9232,692,7,21059,1,4,4,144,Cannot Lose Them
10085,518,7,18523,1,4,4,144,Cannot Lose Them
13984,450,7,18488,1,4,4,144,Cannot Lose Them
21400,443,7,26478,1,4,4,144,Cannot Lose Them
30738,383,7,19918,1,4,4,144,Cannot Lose Them
32583,666,8,21707,1,4,4,144,Cannot Lose Them
36088,602,7,26412,1,4,4,144,Cannot Lose Them
46998,453,7,20821,1,4,4,144,Cannot Lose Them
49168,744,7,22124,1,4,4,144,Cannot Lose Them
561,390,7,19931,1,4,4,144,Cannot Lose Them
3631,614,7,29005,1,4,4,144,Cannot Lose Them
5160,802,8,20330,1,4,4,144,Cannot Lose Them
5439,374,9,21352,1,4,4,144,Cannot Lose Them
9255,440,10,27093,1,4,4,144,Cannot Lose Them
9485,525,7,19188,1,4,4,144,Cannot Lose Them
10529,622,7,20347,1,4,4,144,Cannot Lose Them
12347,380,7,18641,1,4,4,144,Cannot Lose Them
19010,424,7,21902,1,4,4,144,Cannot Lose Them
19126,563,7,23743,1,4,4,144,Cannot Lose Them
21115,379,7,20155,1,4,4,144,Cannot Lose Them
22058,514,8,25760,1,4,4,144,Cannot Lose Them
26232,444,7,20089,1,4,4,144,Cannot Lose Them
28888,424,8,25440,1,4,4,144,Cannot Lose Them
32474,572,8,21962,1,4,4,144,Cannot Lose Them
44739,546,9,18976,1,4,4,144,Cannot Lose Them
44854,396,7,18617,1,4,4,144,Cannot Lose Them
46485,443,7,18482,1,4,4,144,Cannot Lose Them
47037,466,8,27262,1,4,4,144,Cannot Lose Them
743,387,10,31135,1,4,4,144,Cannot Lose Them
1099,522,7,23761,1,4,4,144,Cannot Lose Them
8034,465,8,23099,1,4,4,144,Cannot Lose Them
21824,418,10,21411,1,4,4,144,Cannot Lose Them
24180,553,9,21150,1,4,4,144,Cannot Lose Them
37222,612,9,25536,1,4,4,144,Cannot Lose Them
37278,387,7,18081,1,4,4,144,Cannot Lose Them
38912,527,7,21590,1,4,4,144,Cannot Lose Them
44468,440,7,24352,1,4,4,144,Cannot Lose Them
46462,673,7,21238,1,4,4,144,Cannot Lose Them
47203,452,7,20986,1,4,4,144,Cannot Lose Them
840,597,7,18564,1,4,4,144,Cannot Lose Them
11791,547,9,25526,1,4,4,144,Cannot Lose Them
18586,507,7,19833,1,4,4,144,Cannot Lose Them
20708,451,9,26044,1,4,4,144,Cannot Lose Them
26324,431,7,18608,1,4,4,144,Cannot Lose Them
37193,430,7,27050,1,4,4,144,Cannot Lose Them
45793,537,7,21768,1,4,4,144,Cannot Lose Them
2070,374,8,20715,1,4,4,144,Cannot Lose Them
3031,381,7,18188,1,4,4,144,Cannot Lose Them
5312,450,7,18914,1,4,4,144,Cannot Lose Them
7814,379,7,22592,1,4,4,144,Cannot Lose Them
8622,794,7,23982,1,4,4,144,Cannot Lose Them
10895,454,8,26208,1,4,4,144,Cannot Lose Them
11880,405,8,19241,1,4,4,144,Cannot Lose Them
12634,377,8,21719,1,4,4,144,Cannot Lose Them
13453,430,7,18656,1,4,4,144,Cannot Lose Them
15930,634,8,21517,1,4,4,144,Cannot Lose Them
21780,471,8,26795,1,4,4,144,Cannot Lose Them
24507,445,7,21961,1,4,4,144,Cannot Lose Them
29148,566,7,18676,1,4,4,144,Cannot Lose Them
32183,382,7,28897,1,4,4,144,Cannot Lose Them
33119,741,7,18115,1,4,4,144,Cannot Lose Them
36186,522,8,27597,1,4,4,144,Cannot Lose Them
38883,479,9,27146,1,4,4,144,Cannot Lose Them
43226,735,7,22772,1,4,4,144,Cannot Lose Them
44592,406,8,30737,1,4,4,144,Cannot Lose Them
45814,466,9,22998,1,4,4,144,Cannot Lose Them
2682,412,7,18852,1,4,4,144,Cannot Lose Them
4670,795,7,18813,1,4,4,144,Cannot Lose Them
6890,489,8,23383,1,4,4,144,Cannot Lose Them
11117,461,7,25883,1,4,4,144,Cannot Lose Them
11672,512,8,21538,1,4,4,144,Cannot Lose Them
19325,439,7,21804,1,4,4,144,Cannot Lose Them
22610,373,8,19483,1,4,4,144,Cannot Lose Them
22844,512,8,24965,1,4,4,144,Cannot Lose Them
25946,452,7,18688,1,4,4,144,Cannot Lose Them
26991,491,8,29741,1,4,4,144,Cannot Lose Them
28745,531,7,19461,1,4,4,144,Cannot Lose Them
29921,645,9,26695,1,4,4,144,Cannot Lose Them
31145,497,10,29213,1,4,4,144,Cannot Lose Them
32641,386,9,25793,1,4,4,144,Cannot Lose Them
40103,690,8,20315,1,4,4,144,Cannot Lose Them
40649,374,7,25576,1,4,4,144,Cannot Lose Them
47024,397,9,29937,1,4,4,144,Cannot Lose Them
5740,432,7,21391,1,4,4,144,Cannot Lose Them
5786,433,8,18884,1,4,4,144,Cannot Lose Them
6936,460,7,18588,1,4,4,144,Cannot Lose Them
10985,586,8,24093,1,4,4,144,Cannot Lose Them
11058,380,7,21295,1,4,4,144,Cannot Lose Them
15816,740,7,19653,1,4,4,144,Cannot Lose Them
20244,394,9,22320,1,4,4,144,Cannot Lose Them
21393,464,8,25021,1,4,4,144,Cannot Lose Them
30719,379,7,24093,1,4,4,144,Cannot Lose Them
30928,403,8,21819,1,4,4,144,Cannot Lose Them
32196,387,7,20792,1,4,4,144,Cannot Lose Them
48095,380,9,22723,1,4,4,144,Cannot Lose Them
2772,479,7,25891,1,4,4,144,Cannot Lose Them
4212,447,9,26994,1,4,4,144,Cannot Lose Them
5209,376,8,24215,1,4,4,144,Cannot Lose Them
8914,395,7,22283,1,4,4,144,Cannot Lose Them
10036,576,8,19068,1,4,4,144,Cannot Lose Them
22301,463,7,21960,1,4,4,144,Cannot Lose Them
25533,399,7,19942,1,4,4,144,Cannot Lose Them
39379,397,8,24764,1,4,4,144,Cannot Lose Them
40907,825,7,19226,1,4,4,144,Cannot Lose Them
48274,580,10,29800,1,4,4,144,Cannot Lose Them
39,472,7,20951,1,4,4,144,Cannot Lose Them
8339,600,7,23644,1,4,4,144,Cannot Lose Them
11766,784,8,19171,1,4,4,144,Cannot Lose Them
13635,413,8,31583,1,4,4,144,Cannot Lose Them
13774,462,8,24191,1,4,4,144,Cannot Lose Them
17877,609,7,21564,1,4,4,144,Cannot Lose Them
19171,417,8,26981,1,4,4,144,Cannot Lose Them
19517,407,8,24332,1,4,4,144,Cannot Lose Them
19598,631,7,18983,1,4,4,144,Cannot Lose Them
22552,397,8,24496,1,4,4,144,Cannot Lose Them
25021,396,8,21199,1,4,4,144,Cannot Lose Them
27011,448,7,19425,1,4,4,144,Cannot Lose Them
33025,604,7,24098,1,4,4,144,Cannot Lose Them
37841,611,8,18632,1,4,4,144,Cannot Lose Them
44161,448,7,18415,1,4,4,144,Cannot Lose Them
44679,642,8,23071,1,4,4,144,Cannot Lose Them
44857,586,8,18232,1,4,4,144,Cannot Lose Them
48687,609,8,19201,1,4,4,144,Cannot Lose Them
49816,580,8,20931,1,4,4,144,Cannot Lose Them
49829,491,9,19433,1,4,4,144,Cannot Lose Them
1395,425,8,28070,1,4,4,144,Cannot Lose Them
3368,503,7,26717,1,4,4,144,Cannot Lose Them
8876,384,8,18813,1,4,4,144,Cannot Lose Them
10078,431,7,18344,1,4,4,144,Cannot Lose Them
21286,484,7,22662,1,4,4,144,Cannot Lose Them
28069,375,7,28109,1,4,4,144,Cannot Lose Them
28215,389,7,21204,1,4,4,144,Cannot Lose Them
28296,415,9,20458,1,4,4,144,Cannot Lose Them
29166,401,10,33732,1,4,4,144,Cannot Lose Them
43849,432,7,21607,1,4,4,144,Cannot Lose Them
44510,558,10,23064,1,4,4,144,Cannot Lose Them
45982,502,9,31498,1,4,4,144,Cannot Lose Them
46175,373,9,23706,1,4,4,144,Cannot Lose Them
48883,528,7,18215,1,4,4,144,Cannot Lose Them
8223,570,8,25553,1,4,4,144,Cannot Lose Them
12161,590,7,26211,1,4,4,144,Cannot Lose Them
35622,433,8,21858,1,4,4,144,Cannot Lose Them
42931,524,8,21683,1,4,4,144,Cannot Lose Them
43480,401,8,18336,1,4,4,144,Cannot Lose Them
46322,775,7,21187,1,4,4,144,Cannot Lose Them
12977,503,8,17929,1,4,4,144,Cannot Lose Them
16290,570,7,22432,1,4,4,144,Cannot Lose Them
21073,901,7,18300,1,4,4,144,Cannot Lose Them
24250,500,8,22809,1,4,4,144,Cannot Lose Them
38310,768,7,20809,1,4,4,144,Cannot Lose Them
40494,470,9,26227,1,4,4,144,Cannot Lose Them
44651,529,11,23648,1,4,4,144,Cannot Lose Them
47387,474,7,24419,1,4,4,144,Cannot Lose Them
3991,463,8,18302,1,4,4,144,Cannot Lose Them
5763,504,7,24811,1,4,4,144,Cannot Lose Them
12614,443,7,23282,1,4,4,144,Cannot Lose Them
12886,405,7,24166,1,4,4,144,Cannot Lose Them
13725,478,7,23050,1,4,4,144,Cannot Lose Them
21365,446,9,20295,1,4,4,144,Cannot Lose Them
30566,515,8,24539,1,4,4,144,Cannot Lose Them
30661,445,8,27815,1,4,4,144,Cannot Lose Them
32742,533,7,24857,1,4,4,144,Cannot Lose Them
33813,410,8,19618,1,4,4,144,Cannot Lose Them
37690,431,7,23004,1,4,4,144,Cannot Lose Them
39465,435,7,21066,1,4,4,144,Cannot Lose Them
40911,415,8,20448,1,4,4,144,Cannot Lose Them
45476,438,8,22526,1,4,4,144,Cannot Lose Them
47823,479,7,21510,1,4,4,144,Cannot Lose Them
33,487,7,24987,1,4,4,144,Cannot Lose Them
723,523,8,20785,1,4,4,144,Cannot Lose Them
6066,503,9,23661,1,4,4,144,Cannot Lose Them
9387,442,7,21197,1,4,4,144,Cannot Lose Them
26796,414,7,20406,1,4,4,144,Cannot Lose Them
29923,410,8,23893,1,4,4,144,Cannot Lose Them
33618,401,9,26853,1,4,4,144,Cannot Lose Them
33682,439,8,23588,1,4,4,144,Cannot Lose Them
34280,606,7,27434,1,4,4,144,Cannot Lose Them
37430,633,11,26904,1,4,4,144,Cannot Lose Them
37521,381,8,21471,1,4,4,144,Cannot Lose Them
38392,605,7,23297,1,4,4,144,Cannot Lose Them
40037,648,9,27249,1,4,4,144,Cannot Lose Them
42651,378,7,21484,1,4,4,144,Cannot Lose Them
45352,399,8,25545,1,4,4,144,Cannot Lose Them
47435,516,8,21971,1,4,4,144,Cannot Lose Them
49355,480,7,18295,1,4,4,144,Cannot Lose Them
10181,468,8,19142,1,4,4,144,Cannot Lose Them
11620,475,7,17924,1,4,4,144,Cannot Lose Them
17584,495,8,23321,1,4,4,144,Cannot Lose Them
18904,622,9,21705,1,4,4,144,Cannot Lose Them
22409,388,7,23336,1,4,4,144,Cannot Lose Them
32787,887,7,21967,1,4,4,144,Cannot Lose Them
34529,385,9,20460,1,4,4,144,Cannot Lose Them
35825,378,8,23886,1,4,4,144,Cannot Lose Them
38370,442,7,23057,1,4,4,144,Cannot Lose Them
41795,559,9,21740,1,4,4,144,Cannot Lose Them
42535,588,7,18409,1,4,4,144,Cannot Lose Them
5797,395,7,21755,1,4,4,144,Cannot Lose Them
13071,374,7,20419,1,4,4,144,Cannot Lose Them
13571,543,7,22933,1,4,4,144,Cannot Lose Them
15663,584,7,19696,1,4,4,144,Cannot Lose Them
33500,646,7,19586,1,4,4,144,Cannot Lose Them
35406,628,8,26063,1,4,4,144,Cannot Lose Them
36605,429,8,21033,1,4,4,144,Cannot Lose Them
42439,565,7,21767,1,4,4,144,Cannot Lose Them
46533,375,8,20167,1,4,4,144,Cannot Lose Them
1193,607,10,21873,1,4,4,144,Cannot Lose Them
14286,514,8,22408,1,4,4,144,Cannot Lose Them
23420,373,7,20335,1,4,4,144,Cannot Lose Them
28939,417,9,22423,1,4,4,144,Cannot Lose Them
31828,566,10,29546,1,4,4,144,Cannot Lose Them
32839,494,10,25803,1,4,4,144,Cannot Lose Them
36121,382,8,24070,1,4,4,144,Cannot Lose Them
43773,610,7,18874,1,4,4,144,Cannot Lose Them
218,488,8,21620,1,4,4,144,Cannot Lose Them
13117,377,8,24936,1,4,4,144,Cannot Lose Them
15358,493,7,21307,1,4,4,144,Cannot Lose Them
16051,512,9,28436,1,4,4,144,Cannot Lose Them
20748,592,7,20629,1,4,4,144,Cannot Lose Them
27330,553,7,21968,1,4,4,144,Cannot Lose Them
49566,452,7,18356,1,4,4,144,Cannot Lose Them
4021,418,8,18363,1,4,4,144,Cannot Lose Them
8146,389,11,18153,1,4,4,144,Cannot Lose Them
8823,382,8,23314,1,4,4,144,Cannot Lose Them
10289,715,7,21739,1,4,4,144,Cannot Lose Them
15499,520,7,18383,1,4,4,144,Cannot Lose Them
16692,655,7,20542,1,4,4,144,Cannot Lose Them
23939,645,9,19705,1,4,4,144,Cannot Lose Them
27554,431,7,18296,1,4,4,144,Cannot Lose Them
37478,454,8,23374,1,4,4,144,Cannot Lose Them
40114,775,7,19342,1,4,4,144,Cannot Lose Them
47380,599,7,21005,1,4,4,144,Cannot Lose Them
49886,398,7,18025,1,4,4,144,Cannot Lose Them
944,461,7,20990,1,4,4,144,Cannot Lose Them
1913,589,8,21208,1,4,4,144,Cannot Lose Them
5213,374,8,26374,1,4,4,144,Cannot Lose Them
9392,485,9,26789,1,4,4,144,Cannot Lose Them
11213,438,8,22776,1,4,4,144,Cannot Lose Them
12836,501,8,21810,1,4,4,144,Cannot Lose Them
16650,468,7,18959,1,4,4,144,Cannot Lose Them
23990,478,8,23190,1,4,4,144,Cannot Lose Them
26015,535,8,19270,1,4,4,144,Cannot Lose Them
26987,384,7,20445,1,4,4,144,Cannot Lose Them
30028,599,7,26677,1,4,4,144,Cannot Lose Them
30040,381,8,20336,1,4,4,144,Cannot Lose Them
37711,485,7,23154,1,4,4,144,Cannot Lose Them
37952,556,7,18888,1,4,4,144,Cannot Lose Them
39670,390,8,21281,1,4,4,144,Cannot Lose Them
39917,374,8,26643,1,4,4,144,Cannot Lose Them
42798,401,9,24419,1,4,4,144,Cannot Lose Them
44325,463,8,28632,1,4,4,144,Cannot Lose Them
46365,483,7,18959,1,4,4,144,Cannot Lose Them
49102,431,9,19437,1,4,4,144,Cannot Lose Them
872,509,8,21693,1,4,4,144,Cannot Lose Them
1747,468,7,20920,1,4,4,144,Cannot Lose Them
5902,396,9,28266,1,4,4,144,Cannot Lose Them
7304,524,8,27599,1,4,4,144,Cannot Lose Them
15453,527,8,24105,1,4,4,144,Cannot Lose Them
17385,375,8,26444,1,4,4,144,Cannot Lose Them
18914,410,7,24602,1,4,4,144,Cannot Lose Them
33068,491,8,23868,1,4,4,144,Cannot Lose Them
34651,577,10,30101,1,4,4,144,Cannot Lose Them
35103,399,7,22297,1,4,4,144,Cannot Lose Them
36824,516,9,23086,1,4,4,144,Cannot Lose Them
40639,656,7,18689,1,4,4,144,Cannot Lose Them
7956,432,7,19383,1,4,4,144,Cannot Lose Them
15662,443,8,29963,1,4,4,144,Cannot Lose Them
18871,614,7,21618,1,4,4,144,Cannot Lose Them
28080,418,8,25975,1,4,4,144,Cannot Lose Them
30321,378,7,21487,1,4,4,144,Cannot Lose Them
30499,381,9,25304,1,4,4,144,Cannot Lose Them
36021,385,7,26642,1,4,4,144,Cannot Lose Them
39780,605,7,22929,1,4,4,144,Cannot Lose Them
39826,463,7,23036,1,4,4,144,Cannot Lose Them
45310,418,10,28088,1,4,4,144,Cannot Lose Them
45441,576,7,23218,1,4,4,144,Cannot Lose Them
46186,385,11,24587,1,4,4,144,Cannot Lose Them
48800,386,7,20008,1,4,4,144,Cannot Lose Them
2867,587,8,24038,1,4,4,144,Cannot Lose Them
4330,566,7,23551,1,4,4,144,Cannot Lose Them
6134,476,9,23393,1,4,4,144,Cannot Lose Them
6922,652,7,19653,1,4,4,144,Cannot Lose Them
7915,647,7,23702,1,4,4,144,Cannot Lose Them
9067,507,8,21930,1,4,4,144,Cannot Lose Them
12901,438,8,17958,1,4,4,144,Cannot Lose Them
16478,620,8,26416,1,4,4,144,Cannot Lose Them
18738,652,7,18823,1,4,4,144,Cannot Lose Them
25898,554,7,23051,1,4,4,144,Cannot Lose Them
30606,395,9,26266,1,4,4,144,Cannot Lose Them
37253,486,9,24958,1,4,4,144,Cannot Lose Them
37780,388,7,22318,1,4,4,144,Cannot Lose Them
41322,440,8,19248,1,4,4,144,Cannot Lose Them
43911,387,7,21773,1,4,4,144,Cannot Lose Them
43968,550,7,20507,1,4,4,144,Cannot Lose Them
46833,386,8,21510,1,4,4,144,Cannot Lose Them
8338,416,8,20003,1,4,4,144,Cannot Lose Them
16608,507,9,27046,1,4,4,144,Cannot Lose Them
18425,398,7,22475,1,4,4,144,Cannot Lose Them
21774,441,7,25897,1,4,4,144,Cannot Lose Them
21910,589,9,27940,1,4,4,144,Cannot Lose Them
22877,394,12,29235,1,4,4,144,Cannot Lose Them
24740,393,8,21076,1,4,4,144,Cannot Lose Them
25068,375,9,21745,1,4,4,144,Cannot Lose Them
26340,442,7,20926,1,4,4,144,Cannot Lose Them
29240,414,8,19879,1,4,4,144,Cannot Lose Them
29810,467,8,19552,1,4,4,144,Cannot Lose Them
30561,454,7,25598,1,4,4,144,Cannot Lose Them
31750,495,7,19794,1,4,4,144,Cannot Lose Them
35318,374,7,18023,1,4,4,144,Cannot Lose Them
36971,695,7,25880,1,4,4,144,Cannot Lose Them
38971,687,7,20724,1,4,4,144,Cannot Lose Them
43744,415,9,26076,1,4,4,144,Cannot Lose Them
44076,626,7,19905,1,4,4,144,Cannot Lose Them
44135,553,7,21512,1,4,4,144,Cannot Lose Them
44874,387,7,19580,1,4,4,144,Cannot Lose Them
47548,479,10,28534,1,4,4,144,Cannot Lose Them
49328,402,12,33902,1,4,4,144,Cannot Lose Them
7586,480,10,38327,1,4,4,144,Cannot Lose Them
9335,455,7,19234,1,4,4,144,Cannot Lose Them
14143,672,8,25001,1,4,4,144,Cannot Lose Them
22408,395,7,23100,1,4,4,144,Cannot Lose Them
30000,413,7,18512,1,4,4,144,Cannot Lose Them
35978,473,9,26946,1,4,4,144,Cannot Lose Them
37936,858,9,21812,1,4,4,144,Cannot Lose Them
45880,537,7,20709,1,4,4,144,Cannot Lose Them
49410,604,9,21962,1,4,4,144,Cannot Lose Them
153,399,7,18398,1,4,4,144,Cannot Lose Them
12551,415,10,30749,1,4,4,144,Cannot Lose Them
22973,412,8,23428,1,4,4,144,Cannot Lose Them
24212,710,10,26895,1,4,4,144,Cannot Lose Them
28766,473,8,18847,1,4,4,144,Cannot Lose Them
32888,416,8,24341,1,4,4,144,Cannot Lose Them
35759,625,7,19759,1,4,4,144,Cannot Lose Them
42631,489,7,23045,1,4,4,144,Cannot Lose Them
48637,398,7,19137,1,4,4,144,Cannot Lose Them
49913,655,8,29401,1,4,4,144,Cannot Lose Them
875,455,8,22107,1,4,4,144,Cannot Lose Them
1531,459,7,24072,1,4,4,144,Cannot Lose Them
9583,550,8,27247,1,4,4,144,Cannot Lose Them
13420,455,8,27389,1,4,4,144,Cannot Lose Them
15451,460,8,22330,1,4,4,144,Cannot Lose Them
15799,441,7,18432,1,4,4,144,Cannot Lose Them
17036,390,7,21155,1,4,4,144,Cannot Lose Them
21812,478,7,28180,1,4,4,144,Cannot Lose Them
27951,608,8,19703,1,4,4,144,Cannot Lose Them
30097,452,7,22478,1,4,4,144,Cannot Lose Them
35638,534,9,28939,1,4,4,144,Cannot Lose Them
36927,403,7,18552,1,4,4,144,Cannot Lose Them
38704,432,7,23385,1,4,4,144,Cannot Lose Them
40231,387,7,21313,1,4,4,144,Cannot Lose Them
44387,477,7,21130,1,4,4,144,Cannot Lose Them
48509,478,9,29173,1,4,4,144,Cannot Lose Them
3433,654,8,22393,1,4,4,144,Cannot Lose Them
5668,510,7,20386,1,4,4,144,Cannot Lose Them
11767,396,7,23465,1,4,4,144,Cannot Lose Them
14504,397,10,32345,1,4,4,144,Cannot Lose Them
22831,397,7,22637,1,4,4,144,Cannot Lose Them
26141,417,7,21064,1,4,4,144,Cannot Lose Them
29017,431,8,25799,1,4,4,144,Cannot Lose Them
32423,544,8,26253,1,4,4,144,Cannot Lose Them
34037,412,7,22799,1,4,4,144,Cannot Lose Them
35078,402,8,23982,1,4,4,144,Cannot Lose Them
35719,426,7,19859,1,4,4,144,Cannot Lose Them
40997,520,8,18289,1,4,4,144,Cannot Lose Them
44396,461,7,19851,1,4,4,144,Cannot Lose Them
9650,581,7,26355,1,4,4,144,Cannot Lose Them
11684,387,9,26315,1,4,4,144,Cannot Lose Them
18170,409,8,24320,1,4,4,144,Cannot Lose Them
19614,374,7,18028,1,4,4,144,Cannot Lose Them
21991,444,7,29387,1,4,4,144,Cannot Lose Them
27976,550,7,19726,1,4,4,144,Cannot Lose Them
34339,383,8,30059,1,4,4,144,Cannot Lose Them
37940,772,7,20725,1,4,4,144,Cannot Lose Them
45106,480,7,26591,1,4,4,144,Cannot Lose Them
48649,636,7,22611,1,4,4,144,Cannot Lose Them
49059,407,9,28163,1,4,4,144,Cannot Lose Them
6347,383,14,45481,1,4,4,144,Cannot Lose Them
14539,473,8,24778,1,4,4,144,Cannot Lose Them
18592,557,8,24686,1,4,4,144,Cannot Lose Them
23119,484,9,18804,1,4,4,144,Cannot Lose Them
25793,719,8,19717,1,4,4,144,Cannot Lose Them
27520,375,8,25915,1,4,4,144,Cannot Lose Them
29201,398,8,21289,1,4,4,144,Cannot Lose Them
30956,580,7,22125,1,4,4,144,Cannot Lose Them
32733,503,8,23358,1,4,4,144,Cannot Lose Them
36373,501,7,18076,1,4,4,144,Cannot Lose Them
45980,401,8,23361,1,4,4,144,Cannot Lose Them
46236,698,8,18279,1,4,4,144,Cannot Lose Them
12453,551,8,19219,1,4,4,144,Cannot Lose Them
14987,512,11,31288,1,4,4,144,Cannot Lose Them
14988,516,7,19035,1,4,4,144,Cannot Lose Them
18781,526,8,18977,1,4,4,144,Cannot Lose Them
19843,540,7,20198,1,4,4,144,Cannot Lose Them
19856,384,8,28653,1,4,4,144,Cannot Lose Them
19902,465,8,25363,1,4,4,144,Cannot Lose Them
24674,406,7,21605,1,4,4,144,Cannot Lose Them
24882,476,8,21845,1,4,4,144,Cannot Lose Them
32212,461,7,24928,1,4,4,144,Cannot Lose Them
36392,461,9,32672,1,4,4,144,Cannot Lose Them
38804,401,8,21468,1,4,4,144,Cannot Lose Them
39655,776,7,24756,1,4,4,144,Cannot Lose Them
40139,529,7,19723,1,4,4,144,Cannot Lose Them
856,510,7,21008,1,4,4,144,Cannot Lose Them
4807,470,7,20836,1,4,4,144,Cannot Lose Them
8852,493,7,19369,1,4,4,144,Cannot Lose Them
8853,471,7,25112,1,4,4,144,Cannot Lose Them
16718,391,7,27778,1,4,4,144,Cannot Lose Them
17421,377,7,19426,1,4,4,144,Cannot Lose Them
18636,574,8,27426,1,4,4,144,Cannot Lose Them
26137,391,7,23318,1,4,4,144,Cannot Lose Them
26509,548,8,23998,1,4,4,144,Cannot Lose Them
31107,648,8,23916,1,4,4,144,Cannot Lose Them
31415,639,7,26001,1,4,4,144,Cannot Lose Them
42768,422,7,18160,1,4,4,144,Cannot Lose Them
450,407,8,23219,1,4,4,144,Cannot Lose Them
920,405,7,25006,1,4,4,144,Cannot Lose Them
1234,377,7,24250,1,4,4,144,Cannot Lose Them
4915,426,9,20464,1,4,4,144,Cannot Lose Them
4964,432,7,19500,1,4,4,144,Cannot Lose Them
8011,440,8,23451,1,4,4,144,Cannot Lose Them
9589,468,8,24450,1,4,4,144,Cannot Lose Them
10652,513,7,24820,1,4,4,144,Cannot Lose Them
11018,514,9,26259,1,4,4,144,Cannot Lose Them
12707,668,10,27204,1,4,4,144,Cannot Lose Them
15605,408,9,28939,1,4,4,144,Cannot Lose Them
19418,480,11,34523,1,4,4,144,Cannot Lose Them
21516,398,8,19717,1,4,4,144,Cannot Lose Them
24498,647,7,22262,1,4,4,144,Cannot Lose Them
25308,440,7,18802,1,4,4,144,Cannot Lose Them
26260,527,8,21987,1,4,4,144,Cannot Lose Them
29719,540,7,19860,1,4,4,144,Cannot Lose Them
30410,433,9,23163,1,4,4,144,Cannot Lose Them
